	alpha	beta	genescale
gene_448	0.15242359394685404	1.7289021921224499	1.1797835426305692
gene_449	0.3514079694482953	1.469582737864725	16.98476683498249
gene_450	0.1741829568300474	2.2317338085338565	2.0195888873766457
gene_451	0.2951856134511572	2.7578849893632857	5.649986394394972
gene_452	0.2139655551904913	1.4027582016379598	2.3654864491757963
gene_453	0.1370021390398206	2.7629130035938703	17.18752353440893
gene_454	0.15135301182778482	2.213151499159797	2.016584915691325
gene_455	0.28340344655111216	2.1502223005521435	0.29763301962315875
gene_456	0.3187446160621421	2.6324346968303303	3.7935409753839457
gene_457	0.2576616446656809	1.8143788890450439	1.51751020485045
gene_458	0.38908704578042247	1.909226932934743	1.2324359202274606
gene_459	0.16970847050437576	2.6052897783464912	0.6614536558332091
gene_460	0.24006949238013509	2.0367782995414085	1.561089039887861
gene_461	0.21552962837574094	1.6484867916973096	6.91228579924827
gene_462	0.15300433171060887	3.8166513236105106	1.8240426551420978
gene_463	0.18104686578857945	1.7082492882313365	2.1664562489933017
gene_464	0.33895607627807395	2.312744083012286	0.5784801891367777
gene_465	0.19479183238978864	3.0957471691404788	1.5529145268694222
gene_466	0.19032034745340434	1.465094309456999	1.6093646603665273
gene_467	0.14973396492292732	3.5886054296622545	6.764667099566512
gene_468	0.2619538566290113	2.98536770677736	2.966421843870795
gene_469	0.29273759739741156	2.92560330592909	0.7921130295428018
gene_470	0.3188764196326982	1.4583538804101022	2.2016743992694106
gene_471	0.16857989790386604	2.1837922158007212	2.4127751064573055
gene_472	0.20565874805322043	1.2092917744369076	1.0827279959159932
gene_473	0.17340032711164868	1.4649315305899553	0.6537755241863247
gene_474	0.40133699561348535	1.5620448149797683	0.6401818556430956
gene_475	0.3703698630854239	1.0621258643949574	1.8850179604565807
gene_476	0.18880428082154804	1.8921496651078247	2.465704104807684
gene_477	0.46074070239262255	1.5438846740402088	2.103722496425056
gene_478	0.2780857158888471	2.8329273823091343	2.437095126705115
gene_479	0.21936970041070286	1.3359489086734004	1.3117152398217249
gene_480	0.18439709974065935	1.702845371011477	1.5443795894398795
gene_481	0.21562004196248297	1.3775023236002784	0.7917598591304386
gene_482	0.2624608286038041	1.7745775446622507	2.452014206008225
gene_483	0.20077731905454876	1.5040644899246427	0.5006516278041236
gene_484	0.21155312517678507	2.4099670794879904	2.3852153993443017
gene_485	0.18326663071073507	2.5509910442738626	2.826221277276934
gene_486	0.11372449014404375	3.5988660301993733	8.513182032072342
gene_487	0.31026394723046274	1.601862182374405	1.2011482859492402
gene_488	0.1727831634328973	1.699143557924633	0.6776561199519532
gene_489	0.11376575158072251	2.9638994040924316	7.200461398862367
gene_490	0.35062365245832483	2.5739330849724777	1.3129678880189473
gene_491	0.24429713089546393	3.2974327059505306	1.8763772597165809
gene_492	0.25606703796387287	1.692779819031499	2.9844664208151555
gene_493	0.23858716270062633	1.913243131294703	2.3318343066214853
gene_494	0.11765348013807922	2.111377885774267	1.7932369377628792
gene_495	0.2743888147203653	1.6287026638746707	0.717903395932908
gene_496	0.21789442340774398	1.6798734802944626	0.5863384411759185
gene_497	0.3288073552447024	2.1977189660831415	1.4996515176772416
gene_498	0.19964383855991202	1.9050941453504515	3.9460939370491523
gene_499	0.17630671949143556	2.3026241764990605	4.250218099523353
gene_500	0.13446241834929626	2.0341347621182155	12.033936405202022
gene_501	0.22585079358441065	2.1116851159014094	0.9367723085000353
gene_502	0.1646021027687933	1.7875293243005081	1.4734494450337277
gene_503	0.23770563813260645	1.2006424843123347	0.16425906717396602
gene_504	0.1672586576514946	1.3802101024653033	4.782726882144516
gene_505	0.14747030511767825	2.9402003541490953	37.74943456585393
gene_506	0.2003281471906609	1.834311480730506	6.884601737067521
gene_507	0.1690806500455212	1.1145404145036624	1.774776577512112
gene_508	0.15305195429252727	2.0226631445119585	0.6669646935409755
gene_509	0.23363309094072526	1.6381555139291573	6.28343289589695
gene_510	0.2164807569955958	1.5898160872141252	5.674374926874224
gene_511	0.4580530569474542	2.680328732366011	1.7909420133865241
gene_512	0.19013033277564112	3.0820866465930052	3.8992371934101935
gene_513	0.25571759468000266	3.400772213039916	0.711384411836435
gene_514	0.19496023356862396	1.8033870174031599	8.437157933317614
gene_515	0.11718856414232698	1.4808824625303565	0.41360620138717735
gene_516	0.2772670952887955	1.8953935121222465	0.45889668980640463
gene_517	0.43421095829975365	2.91845235478962	0.9102344201659771
gene_518	0.178489568495291	1.9274789099843397	2.7150258116703307
gene_519	0.16518553413042436	2.792783682057402	12.226498387247416
gene_520	0.21877424956135677	1.8343119415431146	2.4984087112353595
gene_521	0.19266904566171178	3.4695840910262747	0.7866479532429176
gene_522	0.3481066678065946	1.8843284447214448	4.542007295785091
gene_523	0.23057108354248332	1.388493072604521	1.3174306958144553
gene_524	0.20122936387613896	1.440677216213366	5.14302977030888
gene_525	0.1926029614966609	2.6002740224787964	3.652177688698559
gene_526	0.19299007608767893	1.7406803862487836	6.753092261902662
gene_527	0.30654469802017625	1.827152758200491	1.7677894225453776
gene_528	0.202789424727203	3.0292444482231797	0.5605578788701115
gene_529	0.2933854197244018	2.051775935800939	0.9031603238569491
gene_530	0.20524721154032682	1.9463672581694216	2.4206581662839866
gene_531	0.20150604343918754	1.8389107145749388	0.9294452906748968
gene_532	0.17570286988082762	3.019007140861197	4.309982364384481
gene_533	0.19363520847350935	2.077593457046104	6.484449878843636
gene_534	0.22465026377611366	2.223703088182326	8.398547973972166
gene_535	0.4267059638799579	2.651526451691952	10.61345791931245
gene_536	0.1513112710849269	1.841527317433275	1.2970716574425372
gene_537	0.12731910560254214	1.8345184765127995	2.077417983674603
gene_538	0.45115592898322754	2.334586858066292	2.5143944702342367
gene_539	0.2250723839981338	2.262823252820455	2.818169971574216
gene_540	0.20742358431723	2.2691872147611654	1.5319300182776359
gene_541	0.21907868581619913	1.6030144808127804	0.6389259690382377
gene_542	0.2806211953766533	2.815449313091223	0.6724227185906811
gene_543	0.28538386401812915	1.383307892235493	1.4845282074637514
gene_544	0.35046992561128876	2.1069805777092294	3.685249908360477
gene_545	0.16749272152660624	2.9629226747118005	0.9395098617451332
gene_546	0.1365059075053603	1.5236003636367599	5.178892277483599
gene_547	0.19279404593493027	1.8915744957825025	2.242806671833802
gene_548	0.16470640995026517	2.2160090472617417	1.4763529899428274
gene_549	0.1987141375917309	2.457093345913351	3.9019084106064956
gene_550	0.1836150001218915	2.4188120016766597	9.808262118175792
gene_551	0.47509536327795626	1.4806621952717531	3.7582786977156917
gene_552	0.1397373475357559	1.9970991934246984	7.536212364992511
gene_553	0.29511734036267107	1.8240286920621895	2.7872681887295903
gene_554	0.1754692444996914	2.486542808798002	3.7222767284541307
gene_555	0.27447339153087863	2.255649357231678	2.0281789117062754
gene_556	0.2511695317443111	1.2844577925489564	6.96537057418904
gene_557	0.22252695547790682	1.8100977229277273	0.9734480261694368
gene_558	0.23610870670603534	1.9419327827117676	3.853922004561725
gene_559	0.22181137741655046	1.937126080858874	25.26106105365398
gene_560	0.16248614098485556	1.7658137725166059	7.608825798414172
gene_561	0.34964711091280454	2.93684151185171	1.7259958425356792
gene_562	0.2685903472409321	1.97691577830235	2.9799276553095417
gene_563	0.21369096379180555	2.2728794094299816	0.19940650043000743
gene_564	0.2109009577917186	1.4713362149544127	4.260679773811078
gene_565	0.17624146191182558	2.132836800082346	1.6611194162122511
gene_566	0.24264429576381483	1.2461146132084817	0.7411134368645781
gene_567	0.2315802648148359	1.2171500367801147	3.9375436299959934
gene_568	0.21531474990752078	2.0628973961115955	1.9882632737940802
gene_569	0.10661344533150581	2.1279581379275005	0.6367177791533699
gene_570	0.20703653927952534	1.5357713372519257	1.8835080926568404
gene_571	0.15185427962410825	2.09703694582489	2.697574033460135
gene_572	0.128246149251066	1.8586171840276886	0.9797358118974306
gene_573	0.15745847247849826	2.3545132605666925	3.736913763628394
gene_574	0.19437705495611163	1.1491956546663051	3.7827196674491783
gene_575	0.29626754554659046	1.1977626745355587	4.980125375841814
gene_576	0.2285100559329066	1.907285068594843	3.2639456108414144
gene_577	0.30717398859141265	2.0785956015872222	1.6250442020818952
gene_578	0.10899689493228928	1.3873385008506178	7.862863006758712
gene_579	0.18293131269501975	2.596093418455658	1.3990136575731071
gene_580	0.2514845589821933	1.528804497623232	6.594047435811527
gene_581	0.28062231607291	1.4348007567085286	2.254708359949374
gene_582	0.17978026603631483	1.962287503712948	1.1657597460225717
gene_583	0.15039269557757695	1.5824011285625197	1.8553150597424353
gene_584	0.3675018744834113	2.72162243654423	1.2233905274547974
gene_585	0.12932121078441394	3.360462013566363	2.9410804192698525
gene_586	0.19908359131087347	3.5217424249723934	2.0611806161009123
gene_587	0.323689576125055	2.2012659417866227	4.192844979738114
gene_588	0.23004213669587428	1.9760450223599435	1.6173148339899963
gene_589	0.1990102100697066	1.0595869650228091	2.00873328141439
gene_590	0.12706962838212071	1.8594938670675538	5.552769683088594
gene_591	0.14511540278435847	1.6708819922568463	2.5220408547564874
gene_592	0.23296411775134881	1.3963712349758965	7.590540898022904
gene_593	0.17944921648934525	2.1867154404473137	4.9658513358910605
gene_594	0.28787167209617986	3.4862760435497777	3.991187106250176
gene_595	0.12922025393093686	2.2240786547774967	1.4858508457097768
gene_596	0.22385460166616605	1.8377477750840367	2.2950139916507357
gene_597	0.1357866552914983	1.3797057973109073	4.786997611823786
gene_598	0.20385540642431496	2.4229144721778932	1.2455818648013899
gene_599	0.1405797973556544	3.609823880696559	3.0926328380591332
gene_600	0.11431533837777692	2.5975246869918007	16.186833454846496
gene_601	0.09247082532140583	1.6047057832702645	20.106785401207098
gene_602	0.23479510842163642	2.0583177730304967	1.5027343669875128
gene_603	0.25505807059388913	1.585925398964698	3.0056941509024333
gene_604	0.17595678588426353	3.3471235407805167	2.7529327419384257
gene_605	0.22170437054004402	1.6171240749577478	10.28584638041663
gene_606	0.22988987201748634	1.297286470561234	1.0243033108709327
gene_607	0.20484212286127337	3.838389661797673	1.042055892555625
gene_608	0.23951312807424024	1.284333430272802	2.517202065463746
gene_609	0.2222902249619196	1.9233964088149402	4.639994760784284
gene_610	0.29757685730524397	2.6410385902730376	5.091244828206103
gene_611	0.29486019616679837	1.9850098576168609	0.41880393368087
gene_612	0.16607753927058905	1.9122005856251048	8.789189174491192
gene_613	0.16766868887983624	2.033746167046763	0.3981537789698167
gene_614	0.2539938548925465	2.3880273455672403	3.720467726700382
gene_615	0.13755448371039364	1.604584716465179	25.147137272369623
gene_616	0.19162940667914943	1.4451841235505662	0.41859982185224115
gene_617	0.1998588045092016	2.586820903669213	2.9378614071111007
gene_618	0.27251817392371164	2.3460583860102933	0.5766610574579816
gene_619	0.1884774441331747	2.1944637430727676	1.2392703383601351
gene_620	0.18612723360605854	2.27291754536518	4.366195181326945
gene_621	0.12193320301510045	2.9313879339353583	1.3846823581803283
gene_622	0.26367776196165393	1.7585859856491883	2.7966740041647853
gene_623	0.1905807175282268	1.5427639669721165	1.9132908387858152
gene_624	0.24359782688570064	1.9164865028057412	1.8258826648663558
gene_625	0.2213292540155279	1.9465288465495874	5.7922530249500905
gene_626	0.201632745933295	1.981530790819307	5.158252009955853
gene_627	0.13289390645280105	1.2196279207249265	3.46331065543408
gene_628	0.16286898789771295	1.2452670644107653	0.6840913613438699
gene_629	0.173831538776283	1.9017729463545296	4.608392582834585
gene_630	0.4563075264761622	1.8975724202642248	7.169502950720124
gene_631	0.25569583984857674	2.355737365952072	47.45660491617745
gene_632	0.23015825780903276	1.5222901872826142	1.8124699117053424
gene_633	0.1042029812552373	1.3928836664336426	1.1223013929508547
gene_634	0.12470027586840947	1.915820504406247	3.0067282568167455
gene_635	0.43377815201258413	3.360842563209671	1.0500617900062594
gene_636	0.19999478630616746	1.585760713912133	5.085909122613536
gene_637	0.34693180207622626	2.353912054800361	3.155832892350198
gene_638	0.17527481588892613	1.7235319256992507	4.143954174245417
gene_639	0.19019666729347265	1.878446437828191	1.4314379972349547
gene_640	0.24006372926623937	1.382092810660334	2.6866984597304335
gene_641	0.20475949512031447	2.7384133174314003	2.8201677979930504
gene_642	0.2472218219706029	3.1734771845411336	3.7138406823876347
gene_643	0.2926602779572885	1.787906410765635	3.3047261068318137
gene_644	0.37419466056260786	1.1378256520097496	2.746853722777371
gene_645	0.1384868088020315	2.599093587036317	4.973429374055231
gene_646	0.17535546503641505	2.294792157305871	6.630996692984022
gene_647	0.202009550860783	1.789486349721353	5.398097661324767
gene_648	0.16854214654230293	2.189920724958869	2.3923568477366146
gene_649	0.1253799903388775	2.140135124562039	7.914302873547535
gene_650	0.24518792294732356	1.6395312554638473	3.1001907895675003
gene_651	0.18223012391726648	2.0670865309808732	3.0476488884988844
gene_652	0.2115161289085314	1.4911327070820155	7.41945897512192
gene_653	0.13736090448245009	2.146574686832162	1.287996482502397
gene_654	0.13115128141638874	1.750524597824525	2.8393170427783287
gene_655	0.14488315251455608	1.3080235235409614	1.86012541464889
gene_656	0.33321399305297256	2.6641824729451735	10.432467481676614
gene_657	0.2625121707306693	1.3328920617734714	0.24972112244350067
gene_658	0.35028207707700326	2.3469888601325377	2.9119396437212175
gene_659	0.12498050737220304	1.5075815629455096	3.960487548717458
gene_660	0.18834507290107666	1.809871529827314	0.8030071624711858
gene_661	0.16854598952558816	2.845928142502686	1.4523558401924663
gene_662	0.15411281878942823	2.0479087985511226	10.463418600595563
gene_663	0.19805697580159012	1.2892899685913792	2.1390198700832035
gene_664	0.14910386692077215	1.2758522523123002	30.13609434758773
gene_665	0.1666035287429092	2.0530809821159264	1.7459195721635563
gene_666	0.17691785135522003	2.2698379221718357	1.435248823934607
gene_667	0.1744996662107209	1.5080339497973223	2.29611491178831
gene_668	0.15499939832597093	1.3553005031401335	1.1320828534367118
gene_669	0.21025871617406564	2.0930172334100354	6.139141713243527
gene_670	0.3175231285380573	1.624966999127994	0.7339355458741901
gene_671	0.1772369523421809	1.2095563844342252	3.320892188097381
gene_672	0.1521144145084939	1.7031509545537482	2.5871702865540076
gene_673	0.2022555869684243	2.475967136526467	1.2667507714730213
gene_674	0.17152870588923738	2.1432210757993526	3.2631958537861783
gene_675	0.36590280856261004	1.9604038519112756	0.7879854885286055
gene_676	0.33489913680214056	2.1435055229301128	6.417300578740317
gene_677	0.16807826537097936	2.145828709772947	1.978801014032926
gene_678	0.15043527449295074	1.7368303694992322	3.7097086622843842
gene_679	0.21995364379669216	2.2963978721475953	1.5217336631628404
gene_680	0.32877805879324945	1.5003893510646495	0.8749187836535657
gene_681	0.21044098514548493	1.7106707307046172	26.42077894900079
gene_682	0.22843049438900118	2.327410857179208	2.629606423315381
gene_683	0.2119894465723824	3.081524155651167	4.277636758038666
gene_684	0.15345491923186413	1.2496583297579078	12.334356933769053
gene_685	0.2035119793441624	4.120060039262427	0.1504472894280995
gene_686	0.2093214526782227	2.8684227594407634	1.4618207891238406
gene_687	0.18803506211212354	1.2261485502072722	4.903703262037371
gene_688	0.26146468767722736	2.109382096647537	3.063287192797296
gene_689	0.21629447349140046	2.671257088442306	1.6090183464879038
gene_690	0.2149713238786907	1.9824471676773485	1.5434151048150564
gene_691	0.27126604078505795	1.9527071139434011	0.5400376766096153
gene_692	0.12461419643053298	1.6897128355819713	1.444313024284561
gene_693	0.1670087951468731	1.5786782829244548	2.330426111782912
gene_694	0.2614935498570095	2.2473599667833764	1.5129901820811877
gene_695	0.16201094387667542	1.326423229181718	0.9811253675586323
gene_696	0.18434737964911363	1.6239773158176332	1.171168200492883
gene_697	0.2979587728717858	4.885049900639623	6.23482080508352
gene_698	0.11863148008418882	2.788125085845345	10.31404919756034
gene_699	0.24347162786087562	2.082047201046494	1.7425931815529345
gene_700	0.15049539237820353	4.105545765578991	2.45286943734006
gene_701	0.18362938398782605	1.641443283639125	5.591433655833569
gene_702	0.3041193659740942	1.706319245908333	1.0551665255552845
gene_703	0.17375423239162846	2.67108354545322	0.8500004978972756
gene_704	0.30536582035156373	1.8198416105301887	4.653789584711772
gene_705	0.2573077964886335	1.498871874448313	3.677955022492435
gene_706	0.16621877684327407	1.601668109254541	2.3270289618149578
gene_707	0.12310990640847673	2.7263756473637786	7.449839248592774
gene_708	0.20490856084159512	2.1406360121689207	5.636535778293559
gene_709	0.18188393088888932	1.977547661887202	2.1375401619305654
gene_710	0.1515019129776938	1.8884342762188684	0.23155915654236436
gene_711	0.11178733516099663	1.4217243885252886	0.9194995282305345
gene_712	0.1787421149848811	2.070382132406708	0.9867459737474252
gene_713	0.3161715768777573	1.7426384404447932	5.174717662935529
gene_714	0.1972964212638548	1.681117300279681	0.6108868144425711
gene_715	0.16957440543898544	1.1987135110239397	0.6823811557997765
gene_716	0.1931040833379649	2.3832111851026285	4.455364198582246
gene_717	0.14100751863099462	2.524517430413566	9.45756611774553
gene_718	0.2704347724243858	1.5243433308568028	1.5892896558045153
gene_719	0.1893486017283707	1.7802761384928443	1.3185301789341213
gene_720	0.3276414132219927	2.3602363846978665	0.7235160232177879
gene_721	0.23926503422341738	2.7043035535769824	1.6459178970866668
gene_722	0.14913710599107155	2.197841373147571	5.4607426407882835
gene_723	0.21293699834847366	1.9958457752282102	0.8464042795631352
gene_724	0.1555264826563801	2.960130981137876	1.6247316325410546
gene_725	0.16347796959054187	1.2893447125802455	1.9488786024648808
gene_726	0.1690993203955738	1.9861697213716076	0.5475295706578195
gene_727	0.41806662482296775	1.1286574239981602	0.7103544612439765
gene_728	0.12209117496960735	2.189091697510585	4.286966847160345
gene_729	0.15708397606521665	1.4191361283314547	0.7725015964959966
gene_730	0.1768437681399316	2.0631589338526815	2.046838589717812
gene_731	0.15124884097173627	1.0444662946185808	1.66379821922252
gene_732	0.23223300506710115	1.2710573102259277	3.3861288195106045
gene_733	0.15553877344203487	1.8992526394618225	5.419844680533335
gene_734	0.27892129392302284	1.4808101032043153	0.5772815912871393
gene_735	0.17656160238962915	2.4141990756610663	0.5582167212987545
gene_736	0.36840507841278464	1.9329366309095164	5.260744099941767
gene_737	0.18891488237728746	2.581469296282523	3.048567162964238
gene_738	0.15883170033672972	1.8081682805381618	6.2770130632946355
gene_739	0.20184226103925437	1.7347504749010962	3.2523985352804536
gene_740	0.14372855091231215	2.0233659166076796	0.5035778626081188
gene_741	0.15018546260752155	2.842071851377303	0.20463994831981983
gene_742	0.20160947369658117	1.669738349330609	16.74483464909977
gene_743	0.204417056262194	1.5955549312090453	3.3821590668034114
gene_744	0.21809882197165728	1.9195876010269788	0.9066529350783549
gene_745	0.20522261201135383	1.644896565817799	0.892920640450501
gene_746	0.15881092432528793	2.633481693326135	1.5183501517916909
gene_747	0.15513279573302474	1.9575348442305582	4.778637655652539
gene_748	0.1322633609875614	2.5224256609566154	3.5505944193158507
gene_749	0.3176369571293148	2.184117952530872	17.93600509114492
gene_750	0.15856552876962124	2.283286101406195	2.186066146708587
gene_751	0.13911666418603	1.8629652589859491	0.2390057585071519
gene_752	0.31475414157946774	1.7870628271110922	1.5444615228683234
gene_753	0.17107573805471268	2.242904936647469	2.97346628253617
gene_754	0.2219417148792916	2.984300973899659	0.6214426713801725
gene_755	0.23137877415867455	2.43866750684588	1.4450134234028058
gene_756	0.18077863891094983	2.0929629142777846	1.1571814918513972
gene_757	0.2559533221953432	2.0490455482715784	2.1118003977810695
gene_758	0.17370994868462905	1.983741194279577	2.9918107669443423
gene_759	0.1283469340474331	1.4907680021457597	2.008865915315849
gene_760	0.18964668863134543	2.8490565353056923	2.7206316315016426
gene_761	0.1801493808813606	2.168030915026774	0.8280333288528938
gene_762	0.23890717034665795	1.6686390108064795	5.219268815117864
gene_763	0.23592620891420352	2.0675316089243907	1.2504639873440935
gene_764	0.2020198846676347	2.2515211371693273	2.497945282649928
gene_765	0.3013464287550619	2.5442909435253758	4.753786356104732
gene_766	0.19530584759442002	1.6789066576542828	11.271767374994301
gene_767	0.2289616157931243	1.3803892812484881	4.2988836210613455
gene_768	0.26688632299248366	2.5704365454351623	1.7015191253082496
gene_769	0.23338219064863913	1.8396746362107765	22.824986726767285
gene_770	0.11427642549928892	3.5163528345998705	3.4584567865291294
gene_771	0.2253100526273971	2.0106077001631513	0.8195570108162187
gene_772	0.273488960707194	1.9411121103005586	17.61543033292325
gene_773	0.13422631177310676	1.9192515690563485	11.904182288682904
gene_774	0.41991549714309534	1.9141586615228647	2.0548851930466085
gene_775	0.20052685481916774	1.3812479702711875	0.8292582876149449
gene_776	0.20742673481604643	3.5927374803194003	1.735746767320039
gene_777	0.41368897418692263	2.5193431882634383	1.394549667188253
gene_778	0.13329159778757246	2.750919623927586	0.21366785741481595
gene_779	0.2014129225775445	1.6417457674134706	1.097616491789591
gene_780	0.3047837931329566	3.1920388713758077	1.3924010171469794
gene_781	0.14485394146248354	2.0722287175538234	6.8339786920632095
gene_782	0.2332948804106887	2.395517307914541	1.9901295161289003
gene_783	0.13376170713063723	1.7211852393912446	1.9083421331201187
gene_784	0.2565473245616294	2.931808357448996	1.1100129424511405
gene_785	0.10272262077998498	2.6967167201411635	9.248927478696315
gene_786	0.2131879698332814	2.081053015528203	2.501682304611536
gene_787	0.2140742706441178	2.374904474937647	0.8543000020767411
gene_788	0.27115402784703435	1.0895640785751366	5.215451505174982
gene_789	0.1604884406198169	1.8602654786236328	2.19596144008496
gene_790	0.1798830256529093	1.5193565240680025	12.986398250276514
gene_791	0.14205522561856673	2.091660004389503	2.652931314952847
gene_792	0.20792324453322547	1.6602327634788037	3.9444973707259927
gene_793	0.21592725699555326	1.255008198198744	4.137150372650246
gene_794	0.13390288177086607	2.5965731748356924	2.091542915519606
gene_795	0.1771478050203808	3.9625371759208092	5.489399081419996
gene_796	0.1956871529240209	2.373959550502899	1.0878663583610995
gene_797	0.20349077829337514	1.8882696511133024	1.0225173883849665
gene_798	0.17146434298486662	1.2461784747556988	0.45784912188318927
gene_799	0.1655129286550856	2.1864599781486755	7.054568978198526
gene_800	0.16303105423005618	3.6441032554198807	3.3592151153411254
gene_801	0.24994844190654997	2.638444817182983	13.338156595138079
gene_802	0.38800353659835246	2.6228182151335178	1.555109369804898
gene_803	0.3030731703956808	1.974966335700952	0.4045971568121099
gene_804	0.21098581223865887	2.1266507433146615	1.8999972262543
gene_805	0.1740369533530302	1.693891663950902	4.283734009926074
gene_806	0.16003289051372444	1.9876105813525697	19.49024870270872
gene_807	0.23003485441006052	1.2216228308330743	1.20871362677489
gene_808	0.20221829263436317	1.403056813911641	5.321755604459344
gene_809	0.21877082070476567	2.0039004463376284	0.8911128148858306
gene_810	0.17202225770249002	1.814766135320496	4.743846309682529
gene_811	0.1832237351950125	1.729780453094405	21.642954385510944
gene_812	0.1950514712315212	1.8513506912427569	5.047727384008905
gene_813	0.18682682649861426	1.489604713714832	9.656333768625345
gene_814	0.1633255712061753	1.5079868748610383	0.2465247292959304
gene_815	0.20279569657865507	2.0717209451565486	10.969581928811532
gene_816	0.15044407823343015	2.5901094533231084	5.138964860422271
gene_817	0.30072657003819314	2.2907706005786905	8.716816188659525
gene_818	0.2546905691943801	2.0810212614046364	6.480599580846937
gene_819	0.172131829423322	1.5844948132890802	0.25403487548026277
gene_820	0.22603203612187187	3.0853753109867714	1.349595412058226
gene_821	0.2104199761082367	2.8814482908442662	1.5332304102225052
gene_822	0.13654025063886188	2.9435826196581747	1.2174725537249576
gene_823	0.31599608336437396	3.1227613604682856	3.748649688805573
gene_824	0.16285436751338897	1.4955232012790711	5.147918833178006
gene_825	0.19288129619221278	2.054171963701778	3.3470958910236632
gene_826	0.1302706736478496	2.0116285518195824	0.9453200103249443
gene_827	0.21833113998652004	2.3734793027276053	2.1869660470952974
gene_828	0.15684876557376823	1.6360464372197745	4.01418301873691
gene_829	0.19476856550288427	2.4641302808543686	2.498321782674074
gene_830	0.3106237393371215	1.7481932312856703	13.142482430260296
gene_831	0.22361264668781433	2.840943319517264	2.3080247026409038
gene_832	0.20340765832168797	2.441421105303595	1.4623773658708403
gene_833	0.22191292997786266	2.4228749821222304	0.566316693824156
gene_834	0.18156950510903752	1.2652478901877622	3.8708122158149694
gene_835	0.14966820181146825	2.2198055031957504	0.6856683985573492
