Actb	Ahcy	Aqp3	Atp12a	Bmp4	Cdx2	Creb312	Cebpa	Dab2	DppaI	Eomes	Esrrb	Fgf4	Fgfr2	Fn1	Gapdh	Gata3	Gata4	Gata6	Grhl1	Grhl2	Hand1	Hnf4a	Id2	Klf2	Klf4	Klf5	Krt8	Lcp1	Mbnl3	Msc	Msx2	Nanog	Pdgfa	Pdgfra	Pecam1	Pou5f1	Runx1	Sox2	Sall4	Sox17	Snail	Sox13	Tcfap2a	Tcfap2c	Tcf23	Utf1	Tspan8
77	3.22	10.675	8.465	12.92	13.77	8.88	12.535	6.78	13.255	15.285	11.02	9.47	12.15	9.56	13.555	5.845	5.58	7.89	7.245	13.46	8.02	4.185	14.095	14.31	7.57	7.975	9.895	14.235	11.645	8.905	10.845	14.19	11.155	7.85	13.28	9.63	6.52	13.115	8.435	4.53	8.075	10.565	8.32	13.655	4.875	8.31	13.865	13.495
78	0.355	7.3	6.225	13.75	13.295	9.625	13.925	7.405	11.155	13.865	9.815	9.62	5.325	7.39	9.04	3.06	6.38	1.275	2.915	7.875	6.055	3.225	14.035	9.575	5.205	4.21	6.015	12.96	12.1	4.335	10.22	13.085	6.8475	6.095	8.9875	8.645	3.3825	7.7825	9.1475	1.645	8.085	3.52	5.6125	8.4625	2.445	4.9	11.12	6.4925
79	-0.760000000000002	5.68	6.64	11.46	11.675	5.94	12.12	3.88	5.075	12.375	8.135	5.535	3.53	5.18	8.94	3.185	5.02	1.665	2.605	10.505	4.315	1.925	11.75	7.08	4.655	2.75	4.285	8.045	14.3	7.21	9.53	8.765	5.4	3.81	7.735	9.35	5.635	10.58	8.255	2.43	8.775	2.74	5.995	12.28	2.595	7.86	10.205	9.345
80	1.22	8.97	4.86	13.885	13.685	7.205	9.935	13.395	5.895	14.88	14.43	5.92	7.95	5.48	14.02	3.5	4.29	-1.33	5.73	10.34	4.635	2.57	13.75	9.76	4.065	5.04	5.905	6.11	10.72	13.255	13.085	13.17	3.215	1.92	4.38	4.86	2.965	6.04	5.13	-0.110000000000003	5.7	4.315	5.055	13.01	1.345	4.945	6.705	7.515
81	0.395	6.475	3.915	13.13	12.275	14.44	13.99	9.69	7.75	13.515	13.445	6.74	6.365	6.68	13.02	3.275	4.65	2.27	2.565	9.805	5.605	2.375	14.795	14.73	5.295	3.29	4.33	4.75	13.13	9.19	7.185	7.5	3.31	0.970000000000002	5.97	5.305	4.615	9.545	12.7	1.445	5.535	1.075	5.84	12.26	1.37	3.93	5.41	5.195
82	-0.654999999999998	6.22	-0.515000000000001	11.765	10.055	6.125	11.92	4.05	4.16	11.955	7.47	4.905	4.73	6.495	6.66	1.825	4.385	-1.335	1.985	6.075	2.64	0.0549999999999997	11.7	9.39	2.01	1.455	3.955	5.685	12.325	6.7	8.54	11.515	1.94	2.135	6.685	4.255	1.875	7.145	6.285	-0.794999999999998	10.51	-0.474999999999998	4.505	4.91	-0.845000000000002	2.485	2.485	4.165
83	-3.21	3.51	0.164999999999999	7.43	10.99	4.815	11.95	3.62	4.005	12.085	7.99	4.56	4.95	4.845	6.595	2.125	3.465	-0.364999999999998	-0.695	5.51	2.515	-0.41	11.3	5.865	-0.445	-0.645	4.145	3.215	10.955	10.775	11.58	8.395	1.315	-0.744999999999997	1.685	8.055	3.19	5.665	6.37	0.794999999999998	6.215	3.835	5.965	4.435	0.414999999999999	3.955	3.64	4.205
84	-2.34	5.355	1.225	11.375	10.84	4.395	9.085	7.455	5.075	9.17	6.375	5.215	7.155	6.555	6.39	0.675000000000001	5.58	0.65	3.19	9.36	5.335	0.619999999999997	12.325	11.74	2.43	2.705	7.19	6.495	7.85	5.16	11.6	11.565	4.85	3.97	6.185	6.385	2.775	5.38	5.185	-0.504999999999999	10.135	2.59	5.225	6.51	-0.265000000000001	2.02	6.025	2.875
85	-2.245	4.865	1.13	10.91	11.795	6.285	10.64	6.83	4.62	12.475	6.74	3.98	7.79	4.225	6.145	0.120000000000001	4.17	-0.289999999999999	2.99	11.7	4.05	0.815000000000001	11.67	7.27	2.115	0.594999999999999	4.775	3.45	11.795	6.65	8.86	11.375	3.955	3.09	7.245	5.955	3.395	6.61	7.975	2.48	7.88	2.69	5.045	11.73	2.51	8.615	6.815	6.14
86	0.299999999999999	7.47	2.695	12.59	13.255	12.775	14.34	7.5	7.2	13.46	10.405	6.945	5.52	6.75	10.215	3.32	6.97	0.895	5.005	8.23	5.6	3.545	14.335	11.945	5.725	3.605	6.345	14.19	14.335	10.3	8.49	13.67	5.12	5.795	8.295	7.72	6.335	14.105	10.03	2.705	13.755	3.2	6.405	13.495	2.575	6.82	6.295	8.3
87	1.315	9.335	4.265	13.555	14.845	8.415	13.315	6.8	6.445	9.68	9.4	6.9	8.81	7.005	10.105	3.105	5.805	2.025	3.925	7.735	4.645	2.82	13.755	12.96	5.45	3.955	6.04	6.865	15.2575	11.705	12.2975	14.315	3.2725	5.3525	5.8275	7.655	5.595	6.53	12.7325	2.5125	7.465	5.05	4.91	9.3625	2.41	6.87	6.84	5.69
88	0.224999999999998	7.4	3.86	12.16	9.455	9.295	12.695	7.085	6.53	11.51	9.13	7.515	7.91	6.215	9.275	2.945	6.195	1.155	3.56	6.88	5.595	2.68	12.535	8.635	4.11	4.43	5.36	6.735	13.88	11.46	12.725	11.1	4.845	4.15	14.255	7.21	4.795	6.97	8.495	1.11	8.835	4.56	5.535	8.895	3.95	9.24	9.51	7.145
89	2.605	7.865	4.435	9.065	12.475	10.7	14.43	7.99	11.22	13.91	13.33	9.24	5.49	3.38	10.96	4.4	9.345	2.63	4.97	13.92	5.265	4.49	13.835	13.26	4.07	5.375	6.035	6.64	13.145	9.17	12.07	11.74	2.925	3.54	8.12	5.87	4.43	8.645	8.675	2.65	8.105	4.725	7.135	13.985	3.625	6.315	8.255	8.39
90	1.985	7.61	8.14	14.02	14.19	9.085	13.445	9.43	11.975	13.75	13.02	7.845	7.47	6.21	7.585	3.795	8.825	1.465	4.495	10.2	6.085	2.96	12.95	8.69	2.12	2.82	4.525	5.78	12.64	9.74	12.12	12.275	3.805	7.135	7.73	6.555	2.045	6.975	9.71	0.619999999999997	6.91	3.25	3.85	7.595	2.305	4.79	2.325	6.755
91	-1.285	8.345	3.04	11.86	11.88	6.385	11.94	4.595	10.04	10.695	10.54	5.235	3.685	3.835	7.675	1.105	6.05	0.415000000000003	3.04	6.84	4.15	2.425	12.435	12.435	1.575	1.71	5.44	11.515	8.25	6.415	11.275	10.675	3.925	1.745	4.465	5.925	1.93	5.535	10.475	-1.02	5.515	3.995	0.785	9.465	-1.14	3.7	4.085	5.55
92	-1.86	4.675	3.26	11.63	11.445	7.235	11.17	5.98	5.78	11.445	10.425	6.715	6.085	7.055	3.455	1.73	4.435	-0.0199999999999996	2.87	5.945	-0.625	1.025	11.545	11.545	1.945	2.255	5.04	4.695	11.435	2.875	9.065	11.525	3.13	3.975	7.26	7.615	2.755	8.495	9.725	0.645	3.875	5.425	3.35	11.145	0.779999999999998	7.885	5.295	7.285
93	-1.3	5.455	2.575	12.165	12.215	6.51	11.815	8.755	8.585	12.395	12.36	9.665	8.73	6.99	7.06	2.65	5.345	-0.550000000000004	1.455	6.66	4.53	2.135	13.96	10.865	0.800000000000001	3.4	4.69	6.355	12.49	6	12.825	12.465	2.645	1.89	4.625	5.615	0.885000000000002	4.81	8.465	-0.449999999999999	4.465	6.12	2.295	3.375	0.655000000000001	5.535	4.42	5.08
94	-0.904999999999998	5.585	1.48	11.14	11.09	8.705	12.26	6.24	8.51	11.355	8.535	6.26	5.45	4.93	6.57	1.65	4.52	-0.375	3.67	8.48	3.925	0.395	12.405	8.89	2.315	2.75	5.79	6.895	13.585	5.87	13.295	9.495	3.775	4.06	6.785	6.35	4.73	8.21	10.745	2.61	8.88	6.025	5.815	7.6	3.62	7.62	5.495	8.25
95	0.694999999999999	9.485	5.1	14.75	14.45	8.23	13.555	14.735	7.23	12.2	13.525	6.07	7.87	5.475	9.445	3.85	7.06	3.035	6.685	9.095	7.215	3.635	10.745	10.9	4.355	5.55	7.01	11.99	10.98	6.345	13.625	9.27	4.905	5.015	11.56	5.395	6.465	8.23	10.865	2.665	9.315	5.73	5.805	10.69	2.845	9.135	7.625	9.225
96	3.355	11.035	5.595	14.15	13.105	8.32	9.33	7.73	7.12	9.325	10.265	8.415	14.355	7.735	10.705	5.265	3.105	14.18	5.265	12.96	7.22	7.485	13.93	9.575	9.1975	7.395	6.0675	9.745	12.3325	13.6125	12.0575	13.105	6.975	3.85	12.7325	10.0025	5.155	7.03	12.5	3.5425	7.08	8.79	7.77	11.46	3.925	12.78	5.89	8.03
97	-1.665	7.535	2.145	12.285	12.59	3.92	13.29	6.195	7.56	13.435	8.145	8.105	8.205	5.815	6.94	0.860000000000003	4.805	5.8	2.825	14.395	7.29	4.93	13.45	13.945	5.88	3.86	5.135	7.43	9.805	9.88	9.365	13.87	3.555	3.94	8.675	5.82	3.345	13.5	9.945	3.455	11.07	5.49	8.36	13.885	3.665	6.105	5.365	9.085
98	-1.715	8.6	4.81	14.01	14.36	7.37	14.02	14.81	3.83	6.15	10.25	8.31	9.295	6.64	12.23	3.78	3.425	7.68	3.685	13.26	6.19	5.245	13.085	9.61	5.375	3.52	4.82	5.45	6.225	8	12.05	5.72	3.72	5.445	4.475	8.87	1.285	5.825	8.035	3.185	8.245	5.585	6.655	13.13	4.355	14.44	5.83	10.01
99	-0.199999999999999	6.005	2.915	8.65	13.035	5	13.02	9.615	2.98	9.82	5.955	6.735	14.185	6.885	10.325	4.69	3.065	7.76	2.52	8.56	4.43	8.25	12.275	2.27	4.24	2.17	3.69	3.085	8.165	6.765	7	6.705	-0.584999999999997	-1.565	8.17	8.9	0.609999999999999	4.57	8.08	0.744999999999997	8.615	5.53	3.715	8.605	0.254999999999999	6.465	5.07	6.72
100	-2.85	6.825	1.46	8.645	13.05	4.995	8.41	6.385	2.935	11.515	4.355	6.015	6.38	5.135	7.21	2	0.920000000000002	5.045	2.275	8.345	3.735	3.76	7.23	4.155	3.08	0.934999999999999	3.175	2.685	6.085	7.965	5.115	6.365	3.03	0.345000000000002	10.475	10.31	-0.705000000000002	3.175	4.705	-1.945	4.61	1.81	3.565	11.21	0.380000000000003	5.135	3.58	7.78
101	-2.805	6.035	2.04	11.29	11.7	3.615	11.515	4.695	2.465	7.825	3.325	5.94	7.945	4.91	11.3	0.305	-3.405	5.795	2.115	7.385	4.425	3.745	11.58	0.425000000000001	2.905	1.635	0.814999999999998	3.385	6.63	9.555	6.16	11.965	1.935	2.655	8.335	7.135	-0.225000000000001	4.575	10.68	0.155000000000001	5.95	5.285	4.615	11.375	1.26	9.895	6.425	12.165
102	-2.455	5.4	1.295	6.065	12.495	3.785	12.36	12.415	2.57	10.15	7.41	5.67	6.815	3.35	9.835	2.62	0.939999999999998	4.665	3.78	6.705	2.68	4.81	11.6	3.815	3.46	6.54	4.555	4.795	5.615	6.08	5.555	4.185	3.695	1.36	11.655	6.81	-0.855	2.12	4.435	-1.655	5.505	5.505	3.55	5.6	1.095	7.295	2.27	6.65
103	-3.53	5.795	1.79	11.2	11.45	2.285	11.675	4.31	1.81	9.5	4.48	5.55	6.55	3.385	6.83	2.29	0.235000000000001	3.895	3.715	5.89	3.915	4.97	12.63	3.125	5.465	2.82	5.285	4.835	5.885	8.93	6.495	7.68	2.84	3.36	9.685	7.28	1.3	7.215	7.595	1.56	8.74	9.54	12.535	12.59	2.885	11.865	7.97	9.23
104	-0.100000000000001	5.61	3.205	9.845	13.78	4.98	15.005	7.15	4.33	10.945	7.415	9.07	12.59	7.835	11.025	3.995	3.315	5.155	3.565	8.13	6.015	7.23	13.28	5.48	5.08	3.325	6.045	13.63	9.375	7.525	11.23	6.165	3.595	3.22	7.835	8.015	2.185	6.67	13.415	1.66	9.625	7.005	6.675	9.175	3.825	10.115	4.075	9.07
105	-1.055	5.65	2.28	8.04	14.23	6.065	13.305	4.605	4.895	13.825	9.845	6.645	5.705	6.75	11.045	2.4	3.85	4.815	4.17	10.765	7.2375	8.785	12.2975	7.565	5.2825	3.0725	3.7075	6.165	10.935	6.2	8.9925	7.4025	1.455	4.29	12.5	7.1025	1.67	6.81	12.87	-0.460000000000001	6.075	5.08	6.65	7.47	1.515	7.975	4.195	9.805
106	-1.84	4.45	3.31	7.615	13.95	4.855	13.665	6.805	3.265	8.645	5.88	5	9.505	5.05	12.535	3.995	2.53	8.42	3.72	9.225	5.39	10.65	12.725	5.82	5.605	3.61	5.585	5.73	7.825	12.98	7.675	6.77	5.435	3.06	9.775	9.405	3.6	8.33	9.9	2.385	8.465	9.945	5.335	9.185	1.685	14.88	6.21	9.08
107	-0.24	7.16	3.84	10.07	12.57	2.17	11.11	11.76	4.525	13.17	8.04	7.62	9.415	6.11	10.815	2.62	1.93	6.895	3.265	6.49	4.075	4.02	12.07	4.83	3.895	1.58	3.9	2.97	4.54	10.965	5.465	13.01	2.185	1.755	9.005	10.195	2.315	5.625	11.605	1.28	7.995	6.49	5.87	11.46	3.35	7.175	4.885	10.66
108	-1.965	6.69	2.45	10.255	13.12	5.37	8.915	6.265	4.805	11.295	8.555	8.47	10.205	5.83	12.95	2.41	1.76	4.52	2.305	7.25	4.22	3.53	12.12	4.125	3.225	3.695	3.65	4.895	7.415	4.125	5.71	5.03	3.39	1.53	9.09	7.755	1.765	4.95	9.185	0.225000000000001	4.735	4.165	3.98	11.86	0.570000000000004	7.675	2.93	8.255
109	-1.92	5.775	1.59	7.595	10.625	2.145	11.795	2.685	1.9	6.255	6.38	5.06	6.11	3.865	12.435	1.065	0.484999999999999	2.25	1.03	6.765	3.45	4.435	11.275	1.025	1.175	1.795	1.345	1.905	7.34	5.355	4.695	4.06	-0.125000000000004	-0.855	9.545	2.155	-1.86	1.92	10.595	-0.439999999999998	5.21	2.525	5.11	11.63	0.455000000000002	7.325	3.21	8.58
110	-2.57	5.535	0.615000000000002	12.175	11.485	5.925	4.665	4.11	5.865	11.27	4.24	3.895	5.005	2.765	8.445	0.955000000000002	1.975	3.165	1.48	1.945	3.645	-1.265	9.065	11.525	4.66	3.145	3.5	5.885	7.845	9.265	12.365	11.805	2.245	1.665	4.51	5.305	0.289999999999999	11.315	4.205	0.215	8.26	2.885	5.665	7.695	1.235	5.61	4.315	11.815
111	-2.255	5.805	2.33	8.255	12.62	4.01	13.17	10.45	2.015	9.4	7.045	5.24	8.49	4.095	9.15	1.945	0.120000000000001	6.46	1.94	6.405	4.06	5.61	12.825	4.805	3.885	1.68	3.345	2.635	3.875	10.84	11.655	4.52	2.245	-0.289999999999999	4.695	4.945	-0.0549999999999997	4.075	10.87	-0.370000000000001	6.485	6.145	3.93	11.14	1.5	12.475	4.08	6.94
112	-1.07	6.115	3.405	7.61	11.57	5.4	6.65	11.7	3.46	11.245	10.06	12.66	12.005	3.075	12.405	0.760000000000002	2.075	6.45	3.99	11.375	5.365	12.3	13.295	3.085	7.975	6.76	6.645	7.04	12.9	8.19	12.115	9.97	7.14	5.175	13.405	12.92	5.56	7.86	12.535	3.36	7.045	15.285	14.34	9.23	4.96	13.46	8.165	8.565
113	-1.39	6.41	5.675	13.46	14.03	4.935	14.095	9.23	4.04	14.815	9.515	14.235	12.355	6.915	8.435	4.71	3.155	9.95	4.88	8.98	4.99	13.115	13.625	5.91	4.955	6.745	6.08	4.645	8.725	10.11	10.735	9.765	4.135	4.56	12.005	8.86	3.425	6.545	9.015	2.395	9.665	9.565	7.445	9.02	2.965	8.64	5.35	7.82
114	-0.549999999999999	6.405	3.815	12.915	14.355	6.475	14.035	10.065	4.235	14.18	13.755	10.14	12.14	8.715	9.86	4.385	6.2075	7.095	2.5575	11.115	7.1725	5.4025	12.0575	4.915	4.745	3.62	4.2725	5.2825	9.655	8.87	12.5	12.0825	1.86	3.85	8.76	7.5	2.665	5.96	12.12	2.16	7.605	12.375	7.185	6.835	2.25	11.51	5.24	9.975
115	-1.4	7.635	4.695	13.255	13.435	4.655	7.01	11.67	3.205	13.39	9.515	9.935	10.52	7.57	9.1	4.175	1.93	10.86	2.425	11.48	6.945	5.96	14.255	8.23	5.085	4.26	5.015	3.32	8.685	10.12	8.685	14.245	7.8	5.84	15.09	11.345	3.705	5.595	13.135	2.315	8.145	14.88	9.02	14.01	4.13	13.91	6.01	11.81
116	-1.93	2.68	4.73	14.68	13.905	4.53	8.57	6.59	3.705	13.98	9.015	7.5	7.19	5.685	13.085	3.38	2.285	5	2.42	6.88	5.225	3.59	12.2	5.88	1.12	3.905	3.115	3.59	7.515	5.985	9.265	9.305	2.485	3.415	10.515	9.82	3.265	9.83	13.99	2.1	10.28	6.845	7.045	13.32	2.505	7.6	5.09	10.005
117	-2.2	5.54	1.355	10.195	14.185	5.365	9.475	11.78	4.585	13.19	5.71	6.01	7.35	4.12	7.985	-0.499999999999998	1.97	4.69	1.02	5.765	3.555	3.465	9.95	-1.785	0.575000000000003	-0.415000000000003	3.23	-0.570000000000002	5.95	8.71	7.5	12.095	1.095	1.48	2.855	5.935	-0.844999999999999	4.995	9.23	0.449999999999999	4.64	4.775	3.47	12.535	1.8	6.775	2.54	10.795
118	-1.555	5.055	5.415	11.185	11.81	6.365	11.7	4.65	6.1	11.695	7.225	5.795	7.735	7.02	11.79	3.125	5.37	2.655	1.425	5.375	4.065	-0.535	10.355	10.445	2.33	0.535	3.755	3.04	6.975	3.305	5.745	9.465	-1.11	3.98	6.215	11.21	0.440000000000001	11.045	6.58	0.77	4.825	6.235	4.22	7.99	1.25	5.105	4.065	12.175
119	-2.705	4.655	-0.615000000000002	11.51	11.605	3.78	11.3	2.845	0.305	10.475	6.425	7.165	5.685	4.285	7.44	0.164999999999999	0.865000000000002	1.035	-0.915000000000003	8.035	4.37	3.005	12.14	8.235	2.195	3.295	4.235	3.045	5.965	8.125	5.67	6.225	2.03	2.275	8.255	6.695	0.550000000000001	3.525	12.435	1.095	5.905	6.63	4.555	11.895	1.815	5.635	4.2	7.525
120	-2.04	5.9	5.28	12.43	11.835	4.04	12.325	5.83	3.83	12.145	7.63	5.435	6.51	4.36	6.56	2.865	3.26	12.58	4.405	12.465	3.055	2.1	10.795	1.965	1.025	2.59	4.245	2.72	4.845	4.21	4.995	9.795	2.265	2.845	5.48	6.8	0.645000000000003	4.715	4.91	1.1	7.14	7.755	6.21	11.2	1.41	11.355	3.955	6.92
121	-2.95	4.92	1.14	11.7	11.53	4.245	11.67	5.25	3.615	10.525	7.115	5.48	7.275	4.59	12.63	2.695	3.965	5.17	3.025	13.375	5.035	5.31	12.815	13.18	2.62	3.07	5.285	6.1	7.68	7.135	13.405	12.92	3.78	4.56	7.855	6.72	2.315	9.055	9.72	3.05	8.84	4.76	7.225	10.335	3	7.84	9.105	9.36
122	-0.130000000000001	6.295	3.725	14.31	11.89	7.865	14.335	6.885	6.375	10.825	9.175	7.09	10.725	6.59	7.88	4.7	3.07	4.215	2.755	9.2	6.185	3.945	13.56	13.655	2.685	3.7	7.235	6.235	9.795	6.02	14.095	9.29	3.005	4.965	12.635	13.555	4.155	8.505	8.195	2.48	7.205	6.88	5.78	10.11	3.66	9.465	6.255	9.115
123	0.0650000000000013	6.805	4.405	13.565	13.295	5.64	13.755	10.91	5.35	14.215	13.93	13.085	10.7175	7.185	8.3975	3.625	1.0325	6.1925	2.1375	9.045	5.195	5.75	12.7325	6.7825	2.835	3.42	4.76	2.1225	7.75	5.74	11.34	6.55	3.525	3.94	10.93	12.16	1.635	6.135	7.365	0.885000000000002	6.51	6.23	8	8.885	3.8	7.205	6.205	7.755
124	-0.955	6.405	2.5	11.67	13.605	7.5	12.535	9.875	7.17	14.15	7.77	9.385	13.82	6.46	10.025	4.47	5.365	6.79	5.135	13.87	5.875	6.58	11.285	12.28	4.145	4.8	6.835	6.065	9.86	8.36	13.9	9.135	4.015	4.685	6.155	8.485	1.715	8.19	9.54	3.58	10.35	9.88	7.06	14.81	2.62	9.96	9.29	11.08
125	-0.784999999999998	5.99	3.75	13.92	13.515	5.31	13.835	7.1	3.9	13.255	8.025	7.49	7.365	6.08	8.67	0.780000000000001	0.484999999999999	3.6	2.08	6.05	2.59	5.545	11.615	5.44	2.485	2.875	5.785	3.735	7.945	7.595	11.165	13.13	3.045	5.19	13.99	9.81	3.08	6.275	8.655	1.89	9.495	10.16	6.96	9.355	2.98	8.18	3.755	8.275
126	0.395000000000001	7.085	5.245	10.1	14.565	6	12.95	5.99	5.33	9.68	9.095	8.05	6.96	5.57	9.01	1.135	2.485	5.665	2.79	11.105	2.835	-1.675	12.42	12.26	2.23	1.77	4.88	4.535	8.515	4.4	4.335	7.055	2.405	2.695	7.78	8	1.42	4.455	11.94	1.715	7.15	9.465	6.06	12.395	1.385	6.095	6.685	5.985
127	-2.34	5.005	1.87	6.68	11.64	3.285	12.435	6.015	3.235	11.27	8.61	5.485	6.54	5.605	7.575	2.155	-1.065	2.585	-0.294999999999998	4.965	1.78	0.515000000000001	10.475	6.73	1.065	-0.0950000000000024	2.465	0.425000000000001	5.63	6.54	5.885	5.85	0.120000000000001	1.985	11.95	7.18	0.725000000000001	7.135	8.67	-0.210000000000001	6.08	5.125	5.425	12.175	0.734999999999999	5.015	1.455	7.47
128	-0.924999999999999	3.94	3.27	4.965	8.015	3.935	11.545	11.545	2.225	10.775	11.58	2.035	8.015	2.375	4.335	3.215	0.0899999999999999	4.245	2.73	5.745	3.465	6.415	7.475	5.485	2.785	2.575	3.59	4.355	11.19	11.315	5.095	4.475	6.7	0.445	9.025	12.165	2.255	5.4	7.025	0.434999999999999	7.435	9.375	4.94	6.405	2.22	12.66	6.12	8.27
129	-1.315	5.08	4.785	6.16	12.56	4.435	13.96	10.865	2.22	11.68	11.6	5.565	9.26	5.67	12.825	4.025	0.175000000000001	6.01	1.205	5.115	2.595	4.92	11.655	5.49	1.455	0.27	3.235	3.665	6.905	11.075	5.95	4.61	3.255	2.265	8.61	11.14	1.2	5.375	12.26	0.949999999999999	8.38	7.115	4.625	11.62	1.46	6.52	4.13	11.7
130	-2.08	4.645	2.13	6.19	12.005	2.085	12.405	10.98	2.505	11.81	12.63	4.835	9.075	5.72	13.295	5.415	0.635	6.88	2.705	13.18	5.7	6.33	12.895	4.97	3.97	5.935	5.985	6.12	10.54	13.36	8.605	8.63	4.165	5.905	14.34	9.34	4.3	6.83	8.595	4.015	7.3	8.49	8.495	13.46	3.8	13.215	5.775	8.86
131	2.1	8.755	6.095	14.235	14.845	6.975	14.105	14.19	5.275	14.44	13.28	7.81	13.33	5.285	13.625	5.71	3.725	6.845	3.24	8.795	7.255	8.02	13.865	13.495	5.455	4.15	6.475	8.07	10.985	12.425	10.295	9.365	7.695	4.915	10.265	10.26	3.295	8.24	12.5	2.63	11.37	8.585	6.955	12.915	4.525	13.825	6.885	11.385
132	0.125	8.33	4.945	8.9	13.77	6.745	13.93	8.775	6.1375	13.785	12.2975	7.215	11.4225	6.1825	12.0575	4.595	2.395	3.79	1.9925	8.0125	5.965	5.86	12.5	10.0725	4.7	2.89	5.24	5.9	10.465	9.38	7.52	7.92	5.735	3.065	12.695	7.795	2.3	4.89	9.49	2.065	10.35	6.935	5.845	7.775	2.715	9.205	3.43	8.69
133	-0.275	6.07	2.595	10.435	14.3	5.94	13.45	13.945	5.31	7.96	8.805	9.64	14.615	6.67	9.925	4.44	1.445	6.78	3.375	8.16	4.645	6.43	14.395	8.795	4.6	5.23	7.35	8.675	9.585	10.725	8.005	7.395	9.545	5.16	10.01	9.05	4.02	7.54	14.02	3.57	7.09	3.14	9.85	12.05	3.175	13.17	6.58	9.81
134	-0.0949999999999989	8.08	4.905	13.26	13.47	5.295	13.085	13.17	4.805	13.26	11.5	8.53	11.935	5.35	12.2	2.47	-0.929999999999998	7.645	2.885	7.71	4.335	3.765	13.155	13.985	6.065	3.525	6.155	6.84	9.985	14.44	9.51	7.84	5.06	3.295	13.445	9.23	2.745	6.33	9.62	3.565	9	13.86	12.775	13.875	3.945	9.795	7.585	9.5
135	2.265	9.25	2.92	8.95	13.13	5.44	7.625	12.1	4.38	9.36	9.72	6.965	12.455	6.545	9.05	5.065	0.365000000000002	9.255	4.4	8.93	4.91	11.89	11.41	5.725	5.235	3.86	2.685	4.835	11.015	11.825	11.92	11.86	4.69	2.855	11.94	9.205	3.6	8.375	8.81	1.735	5.435	6.995	5.925	8.125	2.28	11.655	5.11	8.23
136	-0.779999999999999	6.685	5.095	12.435	12.325	5.1	11.79	11.515	5.86	10.985	8.075	5.435	7.985	4.565	6.915	4.085	0.240000000000002	3.935	2.035	10.31	2.055	9.505	9.585	9.465	2.11	1.79	3.705	11.21	8.22	11.045	6.82	11.63	6.125	3.595	11.17	6.79	3.46	5.005	11.515	2.715	5.125	8.815	4.655	8.7	2.685	11.27	4.45	5.285
137	-5.835	3.855	2.455	7.195	10.955	3.015	11.58	8.395	2.175	9.615	9.065	5.185	8.3	4.335	8.8	5.125	0.0550000000000033	7.315	2.525	5.995	3.055	3.915	10.68	7.035	1.66	2.345	3.905	4.555	8.39	9.895	7.045	7.395	2.835	4.01	9.575	8.215	2.415	6.235	12.36	1.125	6.24	8.1	6.34	12.43	1.695	11.37	3.675	5.68
138	0.0699999999999985	6.085	6.28	10.865	11.21	4.7	6.54	11.565	4.43	12.58	12.395	8.225	6.905	3.6	10.795	3.685	-0.854999999999997	4.28	2.415	8.53	2.515	5.66	10.345	5.115	4.425	2.455	3.65	10.91	11.775	11.585	5.85	11.14	5.64	3.845	8.52	11.2	2.29	4.315	9.495	1.49	6.64	11.73	9.31	11.7	1.66	11.245	4.83	10.08
139	-1.695	4.405	3.115	10.98	11.795	3.38	12.63	11.375	5.555	9.25	9.415	13.375	8.035	7.41	10.255	4.91	0.530000000000001	13.01	3.905	8.65	4.91	11.805	13.405	7.79	5.66	6.14	4.895	7.23	9.105	12.955	10.2	11.26	6.72	3.54	13.555	8.655	3.76	12.52	15.005	3.22	10.15	13.215	6.455	9.25	4.58	11.425	7.245	9.265
140	0.525	7.795	5.445	9.14	14.335	6.86	13.28	13.67	4.32	10.945	12.325	8.34	12.015	6.755	13.56	5.825	2.535	9.62	4.045	13.065	5.255	8.08	14.095	8.05	4.115	5.705	7.145	9.745	11.245	11.445	7.445	8.94	8.215	4.21	11.55	10.23	4.45	12.615	13.305	2.295	10.595	9.245	7.575	13.565	3.615	11.97	6.055	8.31
141	-0.17	8.465	3.57	13.085	15.2575	6.345	12.2975	7.825	5.8725	13.6125	7.2675	13.105	13.405	5.81	9.9925	5.6025	2.965	5.46	2.66	6.2325	5.79	3.84	12.87	11.46	3.335	3.97	4.62	4.26	6.575	11.045	7.305	9.945	3.6	2.62	9.3	8.725	3.46	8.605	10.975	1.965	7.735	12.765	7.32	8.37	3.385	9.25	5.725	10.325
142	1.03	7.22	6.63	9.605	13.88	4.69	12.725	15.24	5.735	13.81	12.955	7.77	9.605	5.61	13.565	3.73	2.035	5.46	4.055	8.745	6.73	8.01	15.09	8.285	4.575	2.805	4.895	8.805	8.995	12.37	10.41	8.38	4.19	4.91	10.74	11.33	2.23	4.2	15.92	3.45	8.345	7.22	8.32	13.92	3.005	13.98	6.435	13.26
143	0.469999999999999	6.765	4.155	9.18	13.145	6.71	12.07	11.74	4.345	11.98	12.2	4.57	11.1	6.405	7.065	2.42	4.535	3.725	1.375	9.575	5.955	3.985	14.075	13.13	5.565	3.96	5.84	7.47	9.46	10.275	8.195	13.32	7.525	5.96	13.02	9.175	3.34	10.32	8.085	2.785	7.815	8.835	8.055	14.73	4.035	13.19	5.53	6.94
